topic_videos/0/TITLE,topic_videos/0/URL,topic_videos/0/URL2,topic_videos/0/EBOOK_URL,topic_videos/0/TMP_VIDEO_URL
L01 : Origine And Evolution Of Life,https://www.youtube.com/watch?v=EQNHShS97hY,https://www.youtube.com/watch?v=dk58A1PckSQ,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT+1+++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/LECt+1+EVOLUTION.mp4
L02 : Origine And Evolution Of Life-II,https://www.youtube.com/watch?v=O-pi_6Yj9C4,https://www.youtube.com/watch?v=Mh6sutEFxZk,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT+2+++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+02+Evolution.mp4
L03 : Theories of Evolution,https://www.youtube.com/watch?v=BGp9f1lVgeA,https://www.youtube.com/watch?v=4-FJXzZe5_s,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Evolution+lect+3+.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+03+Evolution.mp4
"L04 : Mutation,1061937,https://www.youtube.com/watch?v=3kfmkAR-3B4,,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Evolution+lect+4++.pdf
L05 : Evidences of Evolution,https://www.youtube.com/watch?v=rskYgHciObk,https://www.youtube.com/watch?v=rPE4LM3MOMU,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+05+.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+05+Evidences+of+Evolution.mp4
L06 : Embryological Evidences,https://www.youtube.com/watch?v=wCjfu4YOREY,https://www.youtube.com/watch?v=3w_j8b-EnN0,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+6.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+06+Embryological+evidences.mp4
L06 : Natural Selection 1,https://www.youtube.com/watch?v=A1s584bmj3w,https://www.youtube.com/watch?v=5vyOdVkS0FM,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+06++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/LECT+06+NATURAL+SELECTION.mp4
"L08 : Genetic drift,1063477,https://www.youtube.com/watch?v=Zx_yKHaGtg0,,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+08.pdf
L09 : Gene Flow And Mutation,https://www.youtube.com/watch?v=Xyol108uS_o,https://www.youtube.com/watch?v=F5eh6myYxac,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+09++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+09+Gene+flow+and+mutation.mp4
"L10 : Hardy Weinberg ,1064127,https://www.youtube.com/watch?v=FO40RzzHLls,,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+10.pdf
L11 : Phylogentic Tree,https://www.youtube.com/watch?v=7Ae5zseCpoc,https://www.youtube.com/watch?v=J3reAHqwWJA,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/PHYLOGENTIC+TREE+.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+11+Phylogentic+tree.mp4
L12 : Animal Behaviour,https://www.youtube.com/watch?v=veW-9UvBEA8,https://www.youtube.com/watch?v=MD80BCewQkQ,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/EVOLUTION+LECT-+12.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+12+Animal+Behaviour.mp4
L13 :  Animal Behaviour,https://www.youtube.com/watch?v=uEWXFXC68zU,https://www.youtube.com/watch?v=WnoYeMtJRSA,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Animal+Behaviour++LECT-+13++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/Lect+13+Animal+Behaviour.mp4
L14 : Types Of Animal Behaviours,https://www.youtube.com/watch?v=VobmH-Pw3TE,https://www.youtube.com/watch?v=hVQp5iBfoq0,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Animal+Behaviour++LECT-+14+++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/EVOLUTION+LECT+14+TYPES+OF+ANIMAL+BEHAVIOURS.mp4
L15 : Social Behaviour,https://www.youtube.com/watch?v=VVVHRfDfcWE,https://www.youtube.com/watch?v=ELEvIiLr7Lo,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Animal+Behaviour++LECT-+14++++(1).pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/LECT+15+SOCIAL+BEHAVIOUR.mp4
L16 : Animal Communications,https://www.youtube.com/watch?v=MxiodqHSdks,https://www.youtube.com/watch?v=xzk-vWCl8-w,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/Animal+Behaviour++LECT-+16+++.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/video/LECT+17+ANIM+AL+COMMUNICATIONS.mp4
"L17: Evolution Revision ,1067569,https://www.youtube.com/watch?v=R1y2WPHuRqU,,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/27+Sept+2021/Evolution/teacher+handout/DOUBT++SESSION+++LECT-+17+PDF.pdf
L18 : Evolution And Geological Time Scale,https://www.youtube.com/watch?v=lmyQ4TYULug,https://www.youtube.com/watch?v=lmyQ4TYULug,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/31+Jan+Batch+2022/Evolution/Pdf/EVOLUTION+8+NEW.pdf,https://ifas-video.s3.ap-south-1.amazonaws.com/LIFE+SCIENCE/31+Jan+Batch+2022/Evolution/Video/L08++Evolution+Molecular+Evolution+And+Geological+Time+Scale.mp4
